Wlgth	Ta	Wlgth	Ta 0°	Wlgth	Ra 0°
930	1	752.51546771369	0.0315837419296574	752.51546771369	99.8313393956715
931	1	752.596027851288	0.0311987872485568	752.596027851288	99.8321755138446
932	1	752.676605239378	0.030820352635856	752.676605239378	99.8330003763545
933	1	752.7571998835	0.0304483064568791	752.7571998835	99.8338141803348
934	1	752.837811789198	0.0300825201697458	752.837811789198	99.8346171186172
935	1	752.918440962018	0.0297228682429654	752.918440962018	99.8354093798425
936	1	753	0.029365260662142	753	99.8361999347405
937	1	753.079751131222	0.0290214799190978	753.079751131222	99.8369626053565
938	1	753.16043213871	0.0286795068032003	753.16043213871	99.8377239269058
939	1	753.241130435528	0.028343194461695	753.241130435528	99.8384752861163
940	1	753.321846027235	0.0280124312620987	753.321846027235	99.8392168522
941	1	753.402578919392	0.0276871081367082	753.402578919392	99.8399487907694
942	1	753.48332911756	0.02736711851579	753.48332911756	99.8406712639267
943	1	753.564096627306	0.0270523582626972	753.564096627306	99.8413844303502
944	1	753.644881454196	0.0267427256108936	753.644881454196	99.8420884453787
945	1	753.725683603801	0.0264381211027847	753.725683603801	99.8427834610933
946	1	753.806503081694	0.0261384475303238	753.806503081694	99.8434696263967
947	1	753.887339893448	0.0258436098773178	753.887339893448	99.8441470870911
948	1	753.968194044642	0.0255535152634032	753.968194044642	99.8448159859526
949	1	754	0.0254406962190183	754	99.8450767590068
950	1	754.049065540854	0.0252680728896048	754.049065540854	99.845476462805
		754.129954387666	0.0249871939854624	754.129954387666	99.8461286545907
		754.210860590664	0.0247107917576502	754.210860590664	99.8467726954396
		754.291784155433	0.024438781340057	754.291784155433	99.8474087167367
		754.372725087563	0.0241710797452755	754.372725087563	99.8480368471875
		754.453683392645	0.0239076058174547	754.453683392645	99.8486572128815
		754.534659076273	0.0236482801864793	754.534659076273	99.8492699373541
		754.615652144044	0.0233930252234277	754.615652144044	99.8498751416471
		754.696662601556	0.0231417649972807	754.696662601556	99.8504729443671
		754.777690454411	0.022894425232824	754.777690454411	99.8510634617428
		754.858735708211	0.0226509332697229	754.858735708211	99.8516468076802
		754.939798368564	0.0224112180227317	754.939798368564	99.852223093817
		755	0.0222356275416142	755	99.8526464934575
		755.020878441076	0.0221752099429981	755.020878441076	99.8527924295753
		755.10197593136	0.0219428409804272	755.10197593136	99.8533549222124
		755.183090845028	0.0217140445470814	755.183090845028	99.8539106768708
		755.264223187696	0.0214887554815814	755.264223187696	99.8544597966272
		755.345372964981	0.0212669100144723	755.345372964981	99.8550023825395
		755.426540182505	0.0210484457345327	755.426540182505	99.8555385336924
		755.50772484589	0.0208333015559999	755.50772484589	99.8560683472431
		755.588926960761	0.0206214176866751	755.588926960761	99.8565919184648
		755.670146532746	0.0204127725569648	755.670146532746	99.8571088267209
		755.751383567475	0.02020727090515	755.751383567475	99.8576196761592
		755.832638070581	0.0200048562382349	755.832638070581	99.8581245625766
		755.913910047699	0.0198054736758601	755.913910047699	99.85862357403
		756	0.0195975642733417	756	99.8591457413672
		756.07650644652	0.019415591042849	756.07650644652	99.8596043159123
		756.157830879506	0.0192249868305507	756.157830879506	99.8600862142048
		756.239172809067	0.0190372063874532	756.239172809067	99.8605625733322
		756.320532240851	0.0188522002961679	756.320532240851	99.8610334733165
		756.401909180507	0.0186699201562278	756.401909180507	99.8614989926767
		756.483303633687	0.0184903185603955	756.483303633687	99.8619592084628
		756.564715606046	0.0183133490715906	756.564715606046	99.8624141962867
		756.646145103239	0.0181389662004093	756.646145103239	99.862864030354
		756.727592130927	0.0179671253832393	756.727592130927	99.8633087834945
		756.809056694771	0.0177977829609283	756.809056694771	99.8637485271914
		756.890538800436	0.0176308961580113	756.890538800436	99.8641833316109
		756.972038453587	0.0174664230624704	756.972038453587	99.8646132656301
		757	0.0174105510905662	757	99.8647596397408
		757.053555659894	0.0173043226060118	757.053555659894	99.8650383968643
		757.135090425028	0.0171445545448496	757.135090425028	99.8654587916944
		757.216642754663	0.0169870794409776	757.216642754663	99.8658745152928
		757.298212654475	0.0168318586439217	757.298212654475	99.8662856316489
		757.379800130144	0.016678854272951	757.379800130144	99.8666922035942
		757.46140518735	0.0165280291997419	757.46140518735	99.8670942928268
		757.543027831777	0.0163793470314782	757.543027831777	99.8674919599349
		757.624668069111	0.0162327720943763	757.624668069111	99.8678852644201
		757.70632590504	0.0160882694176282	757.70632590504	99.8682742647198
		757.788001345257	0.0159458047177394	757.788001345257	99.8686590182298
		757.869694395453	0.0158053443832648	757.869694395453	99.8690395813255
		757.951405061326	0.015666855459919	757.951405061326	99.8694160093829
		758	0.0155854288928601	758	99.8696379020103
		758.033133348573	0.0155303056360616	758.033133348573	99.8697883567993
		758.114879262896	0.015395663228538	758.114879262896	99.8701566770136
		758.196642809996	0.0152628971688719	758.196642809996	99.8705210225252
		758.278423995582	0.0151319769897979	758.278423995582	99.8708814449139
		758.36022282536	0.0150028728121254	758.36022282536	99.8712379948579
		758.442039305041	0.0148755553319235	758.442039305041	99.8715907221528
		758.523873440339	0.0147499958080208	758.523873440339	99.8719396757288
		758.605725236969	0.0146261660498067	758.605725236969	99.8722849036681
		758.687594700649	0.0145040384053352	758.687594700649	99.8726264532225
		758.7694818371	0.0143835857497113	758.7694818371	99.8729643708292
		758.851386652044	0.0142647814737623	758.851386652044	99.8732987021278
		758.933309151207	0.0141475994729802	758.933309151207	99.8736294919755
		759	0.0140534033029172	759	99.8738961424583
		759.015249340318	0.014032014136734	759.015249340318	99.8739567844631
		759.097207225106	0.0139180003377348	759.097207225106	99.8742806229297
		759.179182811305	0.0138055334217598	759.179182811305	99.8746010499778
		759.26117610465	0.0136945891976184	759.26117610465	99.8749181074877
		759.343187110879	0.013585143927357	759.343187110879	99.8752318366314
		759.425215835731	0.0134771743166991	759.425215835731	99.8755422778866
		759.507262284951	0.0133706575057097	759.507262284951	99.8758494710501
		759.589326464283	0.013265571059682	759.589326464283	99.8761534552515
		759.671408379475	0.0131618929602383	759.671408379475	99.8764542689648
		759.753508036278	0.0130596015966422	759.753508036278	99.8767519500227
		759.835625440443	0.0129586757573104	759.835625440443	99.8770465356273
		759.917760597727	0.0128590946215299	759.917760597727	99.8773380623635
		760	0.0127607350137103	760	99.8776268683179
		760.082084194684	0.0126638850837415	760.082084194684	99.8779120825505
		760.16427264588	0.0125682169227516	760.16427264588	99.8781946461862
		760.24647887324	0.0124738139320873	760.24647887324	99.8784742913458
		760.328702882531	0.0123806571276859	760.328702882531	99.8787510516964
		760.410944679525	0.0122887278705301	760.410944679525	99.8790249603544
		760.493204269994	0.012198007859619	760.493204269994	99.8792960498953
		760.575481659714	0.0121084791250963	760.575481659714	99.8795643523645
		760.657776854461	0.0120201240215406	760.657776854461	99.8798298992862
		760.740089860016	0.0119329252214039	760.740089860016	99.8800927216742
		760.822420682162	0.0118468657086052	760.822420682162	99.8803528500403
		760.904769326683	0.0117619287722667	760.904769326683	99.8806103144039
		760.987135799369	0.0116780980005922	760.987135799369	99.8808651443014
		761	0.0116651055496592	761	99.8809047033541
		761.069520106008	0.0115953572748855	761.069520106008	99.8811173687946
		761.151922252394	0.0115136907637028	761.151922252394	99.8813670164794
		761.234342244322	0.0114330829171392	761.234342244322	99.8816141154945
		761.316780087589	0.0113535184612395	761.316780087589	99.8818586935294
		761.399235787996	0.0112749823925388	761.399235787996	99.8821007778329
		761.481709351346	0.0111974599727225	761.481709351346	99.8823403952205
		761.564200783444	0.0111209367234079	761.564200783444	99.8825775720826
		761.646710090097	0.0110453984210397	761.646710090097	99.8828123343921
		761.729237277117	0.0109708310919006	761.729237277117	99.8830447077115
		761.811782350315	0.0108972210072319	761.811782350315	99.8832747172005
		761.894345315508	0.010824554678464	761.894345315508	99.8835023876231
		761.976926178512	0.0107528188525486	761.976926178512	99.8837277433545
		762	0.0107329425245853	762	99.8837902906141
		762.059524945149	0.0106820005073972	762.059524945149	99.8839508083878
		762.142141621242	0.0106120868474187	762.142141621242	99.8841716063414
		762.224776212615	0.0105430652991547	762.224776212615	99.8843901604643
		762.307428725098	0.0104749235070104	762.307428725098	99.8846064936439
		762.390099164519	0.0104076493290799	762.390099164519	99.8848206284113
		762.472787536714	0.0103412308330605	762.472787536714	99.8850325869479
		762.555493847516	0.0102756562922584	762.555493847516	99.8852423910914
		762.638218102764	0.010210914181678	762.638218102764	99.8854500623417
		762.720960308299	0.0101469931741999	762.720960308299	99.8856556218667
		762.803720469963	0.0100838821368381	762.803720469963	99.8858590905076
		762.886498593603	0.0100215701270794	762.886498593603	99.8860604887852
		762.969294685068	0.00996004638930156	762.969294685068	99.8862598369045
		763	0.00993743162657111	763	99.886333238049
		763.052108750206	0.00989930035126872	763.052108750206	99.8864571547611
		763.134940794873	0.00983932162070114	763.134940794873	99.8866524619449
		763.217790824923	0.00978009998191884	763.217790824923	99.8868457777471
		763.300658846216	0.00972162539255788	763.300658846216	99.8870371211635
		763.383544864611	0.00966388347759391	763.383544864611	99.8872264883782
		763.466448885974	0.00960682179186457	763.466448885974	99.8874136827729
		763.549370916169	0.00955047847875227	763.549370916169	99.8875989599695
		763.632310961065	0.00949484414896669	763.632310961065	99.8877823378335
		763.715269026533	0.00943990957125459	763.715269026533	99.8879638339595
		763.798245118448	0.00938566566951035	763.798245118448	99.8881434656755
		763.881239242685	0.00933210351994467	763.881239242685	99.8883212500467
		763.964251405123	0.0092792143483141	763.964251405123	99.888497203881
		764	0.00925664665447975	764	99.8885724057245
		764.047281611644	0.00922698952721021	764.047281611644	99.8886713437319
		764.130329868131	0.00917542057340146	764.130329868131	99.8888436859033
		764.213396180471	0.00912449914523678	764.213396180471	99.8890142464535
		764.296480554553	0.00907421704009618	764.296480554553	99.8891830411988
		764.379582996268	0.00902456619190067	764.379582996268	99.8893500857177
		764.462703511511	0.00897553866867032	764.462703511511	99.8895153953547
		764.545842106179	0.00892712667013464	764.545842106179	99.8896789852234
		764.62899878617	0.00887932252539105	764.62899878617	99.8898408702113
		764.712173557387	0.00883211869061394	764.712173557387	99.8900010649822
		764.795366425734	0.00878550774680869	764.795366425734	99.8901595839803
		764.878577397117	0.00873948239761325	764.878577397117	99.8903164414335
		764.961806477447	0.00869403546714581	764.961806477447	99.8904716513571
		765	0.00867337498603439	765	99.8905423177358
		765.045053672636	0.00864915989789415	765.045053672636	99.8906252275565
		765.128318988598	0.00860484874865129	765.128318988598	99.8907771836307
		765.211602431251	0.00856109519249031	765.211602431251	99.8909275329759
		765.294904006514	0.00851789251478448	765.294904006514	99.8910762887876
		765.378223720311	0.00847523411126292	765.378223720311	99.8912234640648
		765.461561578564	0.0084331134861113	765.461561578564	99.8913690716124
		765.544917587204	0.00839152425010593	765.544917587204	99.8915131240441
		765.62829175216	0.00835046011879018	765.62829175216	99.8916556337854
		765.711684079364	0.00830991491068495	765.711684079364	99.8917966130766
		765.795094574751	0.00826988254553704	765.795094574751	99.891936073975
		765.878523244261	0.00823035704260203	765.878523244261	99.8920740283585
		765.961970093833	0.00819133251896296	765.961970093833	99.8922104879275
		766	0.00817371495292944	766	99.8922721752679
		766.04543512941	0.00815280318788132	766.04543512941	99.8923454642079
		766.128918356938	0.00811476335718298	766.128918356938	99.8924789685535
		766.212419782366	0.00807720742767555	766.212419782366	99.8926110121489
		766.295939411644	0.00804012989159779	766.295939411644	99.8927416060111
		766.379477250726	0.00800352533110081	766.379477250726	99.8928707609929
		766.463033305568	0.00796738841675821	766.463033305568	99.8929984877851
		766.546607582128	0.00793171390610805	766.546607582128	99.8931247969178
		766.630200086368	0.00789649664222255	766.630200086368	99.8932496987643
		766.713810824252	0.00786173155230692	766.713810824252	99.893373203542
		766.797439801746	0.00782741364632591	766.797439801746	99.8934953213155
		766.881087024819	0.0077935380156585	766.881087024819	99.8936160619983
		766.964752499444	0.00776009983177831	766.964752499444	99.893735435355
		767	0.00774614460426663	767	99.8937853115126
		767.048436231593	0.00772709434496127	767.048436231593	99.8938534510033
		767.132138227245	0.00769451688301875	767.132138227245	99.8939701184164
		767.215858492378	0.00766236285005514	767.215858492378	99.8940854469246
		767.299597032975	0.00763062772525158	767.299597032975	99.8941994457174
		767.383353855021	0.00759930706167243	767.383353855021	99.8943121238457
		767.467128964502	0.00756839648509616	767.467128964502	99.8944234902231
		767.55092236741	0.00753789169286948	767.55092236741	99.8945335536284
		767.634734069735	0.00750778845278393	767.634734069735	99.8946423227071
		767.718564077475	0.00747808260197428	767.718564077475	99.894749805973
		767.802412396626	0.0074487700458405	767.802412396626	99.8948560118106
		767.886279033188	0.00741984675698846	767.886279033188	99.894960948476
		767.970163993166	0.00739130877419381	767.970163993166	99.8950646240992
		768	0.00738125209157489	768	99.8951011912913
		768.054067282564	0.00736315220138551	768.054067282564	99.8951670466857
		768.137988907391	0.00733537320664902	768.137988907391	99.8952682241177
		768.221928873658	0.00730796802125052	768.221928873658	99.8953681641562
		768.305887187378	0.00728093293867875	768.305887187378	99.8954668744422
		768.389863854568	0.00725426431370713	768.389863854568	99.8955643624987
		768.473858881247	0.00722795856147374	768.473858881247	99.8956606357315
		768.557872273435	0.00720201215658014	768.557872273435	99.8957557014315
		768.641904037157	0.00717642163220726	768.641904037157	99.8958495667754
		768.72595417844	0.00715118357924917	768.72595417844	99.8959422388279
		768.810022703313	0.00712629464546417	768.810022703313	99.8960337245422
		768.894109617808	0.00710175153464228	768.894109617808	99.8961240307622
		768.978214927959	0.00707755100579015	768.978214927959	99.8962131642234
		769	0.00707133887359316	769	99.8962360581365
		769.062338639805	0.00705368987233035	769.062338639805	99.8963011315543
		769.146480759384	0.0070301650013187	769.146480759384	99.8963879392778
		769.23064129274	0.0070069733126755	769.23064129274	99.8964735938124
		769.314820245917	0.00698411177843331	769.314820245917	99.8965581014732
		769.399017624964	0.00696157742199855	769.399017624964	99.896641468474
		769.483233435931	0.00693936731742845	769.483233435931	99.8967237009273
		769.567467684871	0.00691747858872266	769.567467684871	99.8968048048462
		769.651720377839	0.00689590840912835	769.651720377839	99.8968847861456
		769.735991520896	0.00687465400045975	769.735991520896	99.896963650643
		769.8202811201	0.00685371263243123	769.8202811201	99.8970414040599
		769.904589181517	0.00683308162200368	769.904589181517	99.8971180520227
		769.988915711213	0.00681275833274385	769.988915711213	99.8971936000639
		770	0.00681011001388968	770	99.8972034477432
		770.073260715256	0.00679274017419703	770.073260715256	99.897268053623
		770.157624199719	0.00677302460127215	770.157624199719	99.8973414180479
		770.242006170675	0.00675360911363966	770.242006170675	99.8974136985952
		770.326406634203	0.00673449125514078	770.326406634203	99.8974849004321
		770.410825596381	0.00671566861320998	770.410825596381	99.8975550286366
		770.495263063292	0.00669713881830809	770.495263063292	99.897624088199
		770.579719041021	0.00667889954336789	770.579719041021	99.8976920840225
		770.664193535657	0.00666094850325071	770.664193535657	99.8977590209242
		770.748686553288	0.00664328345421403	770.748686553288	99.8978249036359
		770.833198100008	0.00662590219339077	770.833198100008	99.8978897368056
		770.917728181914	0.00660880255827802	770.917728181914	99.8979535249973
		771	0.00659243168268993	771	99.898014596737
		771.086843975676	0.00657543971401017	771.086843975676	99.898077984292
		771.171429699738	0.00655917237722791	771.171429699738	99.8981386641139
		771.256033983394	0.00654317840995439	771.256033983394	99.8981983163975
		771.340656832755	0.00652745942145528	771.340656832755	99.8982568686978
		771.425298253931	0.00651202545156383	771.425298253931	99.898314064341
		771.509958253037	0.00649685866082571	771.509958253037	99.8983702458305
		771.59463683619	0.00648195719738218	771.59463683619	99.8984254170742
		771.67933400951	0.0064673192454963	771.67933400951	99.8984795819044
		771.764049779121	0.00645294302514213	771.764049779121	99.8985327440778
		771.848784151146	0.00643882679160427	771.848784151146	99.8985849072762
		771.933537131714	0.00642496883508494	771.933537131714	99.8986360751074
		772	0.00641428316834278	772	99.8986754989636
		772.018308726955	0.00641136748032105	772.018308726955	99.898686251106
		772.103098943003	0.0063980210862085	772.103098943003	99.8987354387336
		772.187907785994	0.0063849280454362	772.187907785994	99.8987836413797
		772.272735262066	0.00637208678412711	772.272735262066	99.8988308623623
		772.357581377362	0.00635949576148866	772.357581377362	99.8988771049284
		772.442446138024	0.00634715346947011	772.442446138024	99.898922372255
		772.5273295502	0.00633505843242875	772.5273295502	99.8989666674489
		772.612231620039	0.00632320920680357	772.612231620039	99.8990099935481
		772.697152353694	0.00631160438079628	772.697152353694	99.8990523535217
		772.782091757319	0.00630024257406067	772.782091757319	99.8990937502709
		772.867049837072	0.00628912243739882	772.867049837072	99.8991341866291
		772.952026599113	0.0062782426524648	772.952026599113	99.8991736653631
		773	0.00627220719026217	773	99.8991955273468
		773.037022049606	0.00626760193147628	773.037022049606	99.8992121891728
		773.122036194716	0.00625719901693254	773.122036194716	99.899249760692
